word,translation,ipa,example,exampleTranslation,level,topic
uniform,"форма, униформа",/ˈjunəˌfɔrm/,The school uniform is blue.,Школьная форма синяя,A2,Одежда
university,университет,/ˌjunəˈvərsəti/,My brother goes to university.,Мой брат учится в университете,A1,Учеба
until,до (времени),/ənˈtɪl/,Wait until I come.,"Подожди, пока я приду",A1,Служебные слова
unusual,необычный,/ənˈjuˌʒuəl/,An unusual name.,Необычное имя,A2,Описания
up,вверх,/əp/,Look up at the sky.,Посмотри на небо,A1,Служебные слова
up the road,вверх по дороге,/əp ðə roʊd/,The shop is up the road.,Магазин вверх по дороге,A2,Служебные слова
up the street,вверх по улице,/əp ðə strit/,Walk up the street.,Иди вверх по улице,A2,Служебные слова
upset,расстроенный,/ˈəpˌsɛt/,He is upset about the news.,Он расстроен из-за новостей,A2,Эмоции
upstairs,"наверху, вверх по лестнице",/əpˈstɛrz/,My room is upstairs.,Моя комната наверху.,A2,Дом
us,"нас, нам",/ˈjuˈɛs/,Come with us.,Пойдём с нами,A1,Местоимения
use,использование,/juz/,The use of phones is not allowed.,Использование телефонов запрещено.,A2,Действия
use — used,использовать,/juz/,Can I use your pen?,Можно мне воспользоваться твоей ручкой?,A1,Действия
useful,полезный,/ˈjusfəl/,This book is very useful.,Эта книга очень полезная,A2,Описания
usually,обычно,/ˈjuʒəwəli/,I usually wake up at 7.,Я обычно просыпаюсь в 7.,A2,Время
vacation,"отпуск, каникулы",/veɪˈkeɪʃən/,We are going on vacation.,Мы едем в отпуск,A1,Транспорт
various,"различные, разные",/ˈvɛriəs/,Various colors are here.,Здесь представлены разные цвета,A2,Описания
vegetable,овощ,/ˈvedʒ.tə.bəl/,Eat plenty of fruit and vegetables.,Ешьте побольше фруктов и овощей.,A1,Еда
vegetarian,вегетарианский,/ˌvedʒ.əˈter.iː.ən/,Do you have any vegetarian options on the menu?,У вас есть вегетарианские блюда в меню?,B1,Еда
verb,глагол,/vərb/,Run' is a verb.,«Run» — это глагол,A2,Общение
very,очень,/ˈvɛri/,This is very important.,Это очень важно,A1,Служебные слова
very much,очень,/ˈvɛri məʧ/,Thank you very much.,Большое спасибо,A1,Описания
video,видеоролик,/ˈvɪdioʊ/,I watched a funny video.,Я посмотрел смешное видео,A2,Технологии
video game,видеоигра,/ˈvɪdioʊ geɪm/,He plays video games all day.,Он играет в видеоигры весь день,A2,Хобби и спорт
view,"вид, пейзаж",/vju/,The view is beautiful.,Вид красивый,A2,Природа
village,деревня,/ˈvɪlɪʤ/,My village is small.,Моя деревня маленькая,A1,Природа
vinegar,уксус,/ˈvɪn.ɪ.gər/,Add a little vinegar to the salad dressing.,Добавь немного уксуса в заправку для салата.,B2,Еда
violin,скрипка,/vaɪəˈlɪn/,He plays the violin.,Он играет на скрипке,A2,Хобби и спорт
visa,виза,/ˈviːzə/,Apply for your visa at least a month in advance.,,S,Туризм
visit,посещать (сайт),/ˈvɪzɪt/,Visit our website.,Посетите наш веб-сайт,A2,Технологии
visit — visited,навещать (человека),/ˈvɪzɪt/,I visit my grandmother often.,Я часто навещаю свою бабушку.,A1,Действия
visit — visited,посещать (место),/ˈvɪzɪt/,We will visit Paris.,Мы посетим Париж.,A1,Путешествие
visitor,"посетитель, гость",/ˈvɪzɪtər/,The city has many visitors.,В городе много посетителей,A2,Транспорт
vocabulary,"словарный запас, лексика",/voʊˈkæbjəˌlɛri/,My vocabulary is growing.,Мой словарный запас растёт,A2,Общение
volleyball,волейбол,/ˈvɑliˌbɔl/,We play volleyball at the beach.,Мы играем в волейбол на пляже,A2,Хобби и спорт
wait — waited,ждать,/weɪt/,"Wait for me, please.","Подожди меня, пожалуйста.",A1,Семья
waiter,официант,/ˈweɪtər/,The waiter brought the menu.,Официант принёс меню,A1,Профессия
waitress,официантка,/ˈweɪtrəs/,The waitress is very friendly.,Официантка очень дружелюбная,A1,Профессия
wake somebody up,будить кого-то,/weɪk ˈsəmˌbɑdi əp/,Wake me up at seven.,Разбуди меня в семь,A1,Фразовые глаголы
walk,прогулка,/wɔk/,Let's go for a walk.,Давай прогуляемся.,A2,Действия
walk — walked,"идти пешком, гулять",/wɔk/,Let's walk to the park.,Давай пойдём в парк пешком.,A1,Хобби и спорт
walking,ходьба,/ˈwɔkɪŋ/,Walking is good for health.,Ходьба полезна для здоровья.,A2,Действия
wall,стена,/wɔl/,The wall is white.,Стена белая.,A1,Дом
wallet,кошелёк,/ˈwɔlət/,I lost my wallet.,Я потерял кошелёк.,A2,Деньги и работа
want,хотеть,/wɔnt/,I want a cup of tea.,Я хочу чашку чая,A1,Эмоции
war,война,/wɔr/,World War II was terrible.,Вторая мировая война была ужасной,A2,Политика
warm,тёплый,/wɔrm/,The water is warm.,Вода тёплая,A1,Природа
warm,тёплый (об одежде),/wɔrm/,This is a warm coat.,Это тёплое пальто,A2,Одежда
wash — washed,мыть,/wɑʃ/,"Wash your hands, please.","Помой руки, пожалуйста.",A1,Действия
wash up,"мыть посуду, умываться",/wɑʃ əp/,I need to wash up before dinner.,Мне нужно помыться перед ужином,A1,Фразовые глаголы
washing machine,стиральная машина,/ˈwɑʃɪŋ məˈʃin/,The washing machine is new.,Стиральная машина новая.,A2,Дом
wastebasket,мусорная корзина,/ˈweɪstˌbæskət/,Throw it in the wastebasket.,Выбрось это в мусорную корзину.,A2,Дом
watch,часы (наручные),/wɔʧ/,My watch is broken.,Мои часы сломаны,A1,Одежда
watch — watched,смотреть (наблюдать),/wɔʧ/,I watch TV in the evening.,Я смотрю телевизор вечером.,A1,Хобби и спорт
water,вода,/ˈwɔːtə/,Here is glass of water for you.,Вот стакан воды для Вас.,A1,Еда
,,,,,,
water,"водоём (океан, озеро)",/ˈwɔtər/,Cold water surrounds the island.,Холодная вода окружает остров,A2,Природа
way,"путь, дорога",/weɪ/,Which way to the station?,Как пройти к вокзалу?,A2,Транспорт
we,мы,/wi/,We are friends.,Мы друзья,A1,Местоимения
weak,слабый (о вкусе),/wiːk/,This coffee is too weak.,Этот кофе слишком слабый.,B2,Еда
wear,носить (одежду),/wɛr/,She wears a red dress.,На ней красное платье,A1,Одежда
weather,погода,/ˈwɛðə/,The weather is nice.,,A2,Погода
weather,погода,/ˈwɛðər/,The weather is nice today.,Погода сегодня хорошая,A1,Природа
weather,погода,/ˈwɛðə/,The weather is nice.,Погода хорошая,A2,Погода
Web page,веб-страница,/wɛb peɪʤ/,This Web page is slow.,Эта веб-страница загружается медленно,A2,Технологии
Web site,веб-сайт,/wɛb saɪt/,Visit our Web site for more.,Посетите наш веб-сайт для получения дополнительной информации,A1,Технологии
